PROPERTYID,LOCATION,STATE,CITY,STATEID,SQFT,SQFT_VACANCY,PURCHASE_DATE,PURCHASE_YEAR,PURCHASE_PRICE,DESC_TYPENN,DESC_TYPEPROPERTY,RENT_ANCHOR,RENT_ALL,RENT_DIFFERENCE,MJ_OWNER,OPT_LEASE,CAPRATE,TENANTID,TENANTNAME,DESC_TYPEMGMT,ENTERPRISEID,DESC_COMPANIE,LOAN_COUNT,LOAN_UPB,PORTFOLIOID,PORTFOLIONAME,ADMIN_ENTITYID,ADMIN_ENTITY,DESC_TYPETENANT,DESC_CATEGORY,NROTENANT,UNITQTD
112,OR-Clackamas,Oregon,Clackamas                                          ,OR  ,7124.0,0.0,2017-07-03 00:00:00,2017,1150000.0,NNN,L2,91190.0,91190.0,0.0,Client_0001 **,,7.929999999999999,10.0,Tenant_0010,Fin & Prop          ,192.0,Entity_0192,3,750000.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
113,IL-Mokena,Illinois,Mokena                                             ,IL  ,15120.0,0.0,2014-08-15 00:00:00,2014,3750000.0,NN,L2,252000.0,252000.0,0.0,Client_0001 **,Y (3),6.72,3.0,Tenant_0003,Fin & Prop          ,19.0,Entity_0019,2,2833311.356928,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
114,AL-Athens,Alabama,Athens                                             ,AL  ,10125.0,0.0,2015-12-30 00:00:00,2015,2770000.0,NN,L2,196179.0,196179.0,0.0,Client_0001 **,Y (2),7.082,1.0,Tenant_0001,Fin & Prop          ,20.0,Entity_0020,2,1936500.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
115,PA-New Kensington,Pennsylvania,New Kensington,PA  ,108950.0,0.0,2018-03-22 00:00:00,2018,9700000.0,NN,JV,637351.0,867175.0599999998,229824.05999999997,Client_0022 **,Y (2),8.939999999999998,2.0,Tenant_0002,Fin & Prop          ,41.0,Entity_0041,2,6699810.77,1,L2-ALL            ,6.0,AE_0006   ,MULTI-TENANT,PHARMACY,7,7
118,CO-Durango,Colorado,Durango                                            ,CO  ,47481.0,0.0,2018-11-30 00:00:00,2018,8367718.0,NNN,JV,653518.58,653518.58,0.0,Client_0025 **,,7.809999999999999,12.0,Tenant_0012,Fin & Prop          ,142.0,Entity_0142,2,5075000.0,3,L2B               ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
119,WI-Greenfield,Wisconsin,Greenfield                                         ,WI  ,13500.0,0.0,2018-12-06 00:00:00,2018,3085000.0,NN,CLIENT,215600.0,215600.0,0.0,Client_0084 **,Y (1),6.989,3.0,Tenant_0003,No Mgmt             ,143.0,Entity_0143,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
120,MN-Rochester,Minnesota,Rochester                                          ,MN  ,70722.0,0.0,2018-11-05 00:00:00,2018,11500000.0,NN,CLIENT,861805.0,861805.0,0.0,Client_0008 **,Y (3),7.494,13.0,Tenant_0013,Prop Only           ,133.0,Entity_0133,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
121,TN-Hendersonville,Tennessee,Hendersonville                                     ,TN  ,10125.0,0.0,2018-10-31 00:00:00,2018,2375000.0,NN,JV,172733.0,172733.0,0.0,Client_0078 **,Y (3),7.272999999999999,1.0,Tenant_0001,Fin & Prop          ,139.0,Entity_0139,1,1583038.54,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
122,WI-Milwaukee,Wisconsin,Milwaukee                                          ,WI  ,13000.0,0.0,2018-11-13 00:00:00,2018,2616363.0,NN,CLIENT,187069.92,187069.92,0.0,Client_0082 **,Y (2),7.15,3.0,Tenant_0003,Fin & Prop          ,145.0,Entity_0145,1,1755623.05,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
123,MO-St. Charles,Missouri,St. Charles                                        ,MO  ,15120.0,0.0,2018-11-14 00:00:00,2018,4390000.0,NNN,CLIENT,317000.04,317000.04,0.0,Client_0082 **,Y (2),7.221,3.0,Tenant_0003,Fin & Prop          ,144.0,Entity_0144,1,2945805.2,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
124,NC-Hickory,North Carolina,Hickory                                            ,NC  ,14560.0,0.0,2018-12-27 00:00:00,2018,4185714.0,NNN,CLIENT,293000.04,293000.04,0.0,Client_0082 **,Y (1),7.0,3.0,Tenant_0003,Fin & Prop          ,148.0,Entity_0148,1,3001564.8,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
125,TX-Dayton,Texas,Dayton                                             ,TX  ,14259.0,0.0,2019-01-16 00:00:00,2019,4442000.0,NNN,CLIENT,291000.0,291000.0,0.0,Client_0087 **,Y (1),6.551,3.0,Tenant_0003,Prop Only           ,147.0,Entity_0147,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
126,IN-Kokomo,Indiana,Kokomo                                             ,IN  ,14490.0,0.0,2019-01-16 00:00:00,2019,4651851.0,NNN,CLIENT,314000.0,314000.0,0.0,Client_0087 **,Y (1),6.75,3.0,Tenant_0003,Prop Only           ,147.0,Entity_0147,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
145,FL-Haines City,Florida,Haines City                                        ,FL  ,10908.0,0.0,2016-05-02 00:00:00,2016,4008431.0,NN,CLIENT,289486.0,289486.0,0.0,Client_0009 **,Y (3),7.222,1.0,Tenant_0001,No Mgmt             ,,,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
147,TX-Houston,Texas,Houston                                            ,TX  ,10908.0,0.0,2015-12-11 00:00:00,2015,3070000.0,NNN,CLIENT,200602.0,200602.0,0.0,Client_0069 **,Y (3),6.534,1.0,Tenant_0001,No Mgmt             ,,,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
154,TX-San Antonio,Texas,San Antonio                                        ,TX  ,13000.0,0.0,2015-07-03 00:00:00,2015,2750000.0,NN,CLIENT,187850.0,187850.0,0.0,Client_0069 **,Y (3),6.831,3.0,Tenant_0003,No Mgmt             ,,,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
163,IL-Waterloo,Illinois,Waterloo                                           ,IL  ,14490.0,0.0,2019-01-31 00:00:00,2019,3715000.0,NNN,CLIENT,267500.04,267500.04,0.0,Client_0036 **,Y (1),7.201,3.0,Tenant_0003,Out of Contract     ,149.0,Entity_0149,1,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
164,TN-Harriman,Tennessee,Harriman                                           ,TN  ,14820.0,0.0,2019-01-31 00:00:00,2019,4827338.0,NNN,CLIENT,335500.0,335500.0,0.0,Client_0008 **,Y (1),6.95,3.0,Tenant_0003,Prop Only           ,151.0,Entity_0151,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
165,OH-Galloway,Ohio,Galloway                                           ,OH  ,14820.0,0.0,2019-01-31 00:00:00,2019,4673000.0,NNN,CLIENT,324800.0,324800.0,0.0,Client_0008 **,Y (1),6.951,3.0,Tenant_0003,Prop Only           ,150.0,Entity_0150,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
166,TX-Schertz,Texas,Schertz                                            ,TX  ,15120.0,0.0,2019-01-31 00:00:00,2019,3760000.0,NN,CLIENT,265000.0,265000.0,0.0,Client_0084 **,Y (3),7.048,3.0,Tenant_0003,No Mgmt             ,152.0,Entity_0152,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
167,MO-Kirksville,Missouri,Kirksville                                         ,MO  ,14820.0,0.0,2019-02-27 00:00:00,2019,4432773.0,NNN,CLIENT,316500.0,316500.0,0.0,Client_0018 **,Y (1),7.14,3.0,Tenant_0003,Fin & Prop          ,153.0,Entity_0153,1,2962088.13,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
168,FL-Orange Park,Florida,Orange Park,FL  ,10908.0,0.0,2019-03-21 00:00:00,2019,3607111.0,NN,CLIENT,243480.0,243480.0,0.0,Client_0084 **,Y (3),6.75,1.0,Tenant_0001,No Mgmt             ,162.0,Entity_0162,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
169,LA-Sulphur,Louisiana,Sulphur,LA  ,14820.0,0.0,2019-03-27 00:00:00,2019,4027338.0,NNN,CLIENT,279900.0,279900.0,0.0,Client_0008 **,Y (1),6.95,3.0,Tenant_0003,Prop Only           ,164.0,Entity_0164,1,2872303.87,1,L2-ALL            ,400.0,AE_0400   ,SINGLE TENANT,PHARMACY,1,1
170,WI-Mukwonago,Wisconsin,Mukwonago,WI  ,63949.0,0.0,2019-04-02 00:00:00,2019,11300000.0,NN,CLIENT,819998.0,819998.0,0.0,Client_0097 **,,7.256999999999999,15.0,Tenant_0015,No Mgmt             ,161.0,Entity_0161,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,NON-PHARMACY,1,1
171,NC-Sunset Beach,North Carolina,Sunset Beach,NC  ,14560.0,0.0,2019-04-05 00:00:00,2019,5000000.0,NNN,CLIENT,335000.04,335000.04,0.0,Client_0026 **,Y (1),6.7,3.0,Tenant_0003,Fin & Prop          ,160.0,Entity_0160,1,3312443.04,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
172,IA-Dubuque,Iowa,Dubuque,IA  ,77393.0,0.0,2019-04-05 00:00:00,2019,6425000.0,NNN,CLIENT,466967.0,466967.0,0.0,Client_0008 **,Y (2),7.268,13.0,Tenant_0013,Prop Only           ,156.0,Entity_0156,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
174,WI-Greenfield,Wisconsin,Greenfield                                         ,WI  ,16940.0,0.0,2019-04-23 00:00:00,2019,5100000.0,NN,CLIENT,375000.0,375000.0,0.0,Client_0096 **,Y (2),7.353,3.0,Tenant_0003,Fin & Prop          ,155.0,Entity_0155,1,2414904.06,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
175,TX-El Paso,Texas,El Paso,TX  ,13450.0,0.0,2019-04-26 00:00:00,2019,2850000.0,NN,CLIENT,195075.0,195075.0,0.0,Client_0084 **,Y (3),6.845,3.0,Tenant_0003,No Mgmt             ,158.0,Entity_0158,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
176,NM-Albuquerque,New Mexico,Albuquerque,NM  ,15525.0,0.0,2019-04-29 00:00:00,2019,2855000.0,NN,CLIENT,195374.0,195374.0,0.0,Client_0084 **,Y (1),6.843,3.0,Tenant_0003,No Mgmt             ,163.0,Entity_0163,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
177,KS-Andover,Kansas,Andover,KS  ,14490.0,0.0,2019-04-29 00:00:00,2019,3900000.0,NN,CLIENT,297999.96,297999.96,0.0,Client_0095 **,Y (2),7.641,3.0,Tenant_0003,Fin & Prop          ,157.0,Entity_0157,1,2616120.19,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
178,GA-Perry,Georgia,Perry                                              ,GA  ,10125.0,0.0,2019-05-07 00:00:00,2019,2908000.0,NN,CLIENT,206142.0,206142.0,0.0,Client_0099 **,Y (2),7.089,1.0,Tenant_0001,Fin & Prop          ,165.0,Entity_0165,1,1570149.39,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
179,AZ-Phoenix,Arizona,Phoenix                                            ,AZ  ,15120.0,0.0,2019-05-09 00:00:00,2019,4000000.0,NN,JV,286206.0,286206.0,0.0,Client_0001 **,Y (2),7.155,3.0,Tenant_0003,Fin & Prop          ,166.0,Entity_0166,1,2797485.56,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
182,KS-Topeka,Kansas,Topeka                                             ,KS  ,13861.0,0.0,2019-06-10 00:00:00,2019,3328000.0,NN,JV,228000.0,228000.0,0.0,Client_0121 **,Y (1),6.851,3.0,Tenant_0003,Fin & Prop          ,167.0,Entity_0167,1,2402387.62,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
183,NC-Salisbury,North Carolina,Salisbury,NC  ,14820.0,0.0,2019-06-10 00:00:00,2019,4444444.0,NNN,CLIENT,300000.0,300000.0,0.0,Client_0036 **,Y (1),6.75,3.0,Tenant_0003,Out of Contract     ,172.0,Entity_0172,1,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
184,TX-Abilene,Texas,Abilene                                            ,TX  ,15120.0,0.0,2019-06-12 00:00:00,2019,4742857.14,NN,JV,332000.0,332000.0,0.0,Client_0001 **,Y (2),7.0,3.0,Tenant_0003,Fin & Prop          ,169.0,Entity_0169,1,3142134.58,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
185,TX-San Antonio,Texas,San Antonio                                        ,TX  ,13905.0,0.0,2019-06-19 00:00:00,2019,3635157.14,NN,CLIENT,254461.0,254461.0,0.0,Client_0095 **,Y (2),7.0,3.0,Tenant_0003,Fin & Prop          ,173.0,Entity_0173,1,2420490.9,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
186,WA-Lakewood,Washington,Lakewood                                           ,WA  ,13905.0,0.0,2019-06-19 00:00:00,2019,4327714.29,NN,CLIENT,302940.0,302940.0,0.0,Client_0068 **,Y (2),7.0,3.0,Tenant_0003,Fin & Prop          ,174.0,Entity_0174,1,2879778.26,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
187,MO-Springfield,Missouri,Springfield,MO  ,13500.0,0.0,2019-06-28 00:00:00,2019,2875000.0,NN,CLIENT,202500.0,202500.0,0.0,Client_0026 **,Y (1),7.043,3.0,Tenant_0003,Fin & Prop          ,175.0,Entity_0175,1,1891778.08,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
188,TX-Burleson,Texas,Burleson                                           ,TX  ,11200.0,0.0,2018-04-19 00:00:00,2018,4353106.0,NNN,CLIENT,304218.0,304218.0,0.0,Client_0007 **,Y (3),6.989,1.0,Tenant_0001,Prop Only           ,86.0,Entity_0086,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
189,SC-Columbia,South Carolina,Columbia                                           ,SC  ,10125.0,0.0,2018-11-19 00:00:00,2018,3100000.0,NN,CLIENT,230546.0,230546.0,0.0,Client_0082 **,Y (3),7.437,1.0,Tenant_0001,Fin & Prop          ,146.0,Entity_0146,1,2080156.96,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
190,KY-Lexington,Kentucky,Lexington,KY  ,63293.0,0.0,2019-07-05 00:00:00,2019,6950000.0,NN,CLIENT,514320.0,514320.0,0.0,Client_0096 **,,7.4,14.0,Tenant_0014,Fin & Prop          ,176.0,Entity_0176,1,3679475.9,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
191,TX-Arlington,Texas,Arlington                                          ,TX  ,13905.0,0.0,2019-07-10 00:00:00,2019,3750000.0,NN,CLIENT,261000.0,261000.0,0.0,Client_0095 **,Y (2),6.96,3.0,Tenant_0003,Fin & Prop          ,177.0,Entity_0177,1,2493888.75,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
192,AR-Sherwood,Arkansas,Sherwood,AR  ,13905.0,0.0,2019-07-15 00:00:00,2019,3230000.0,NN,JV,230000.0,230000.0,0.0,Client_0121 **,Y (2),7.121,3.0,Tenant_0003,Fin & Prop          ,11.0,Entity_0011,1,2112988.14,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
193,OK-Oklahoma City,Oklahoma,Oklahoma City                                      ,OK  ,15120.0,0.0,2019-07-23 00:00:00,2019,4500000.0,NN,CLIENT,307500.0,307500.0,0.0,Client_0107 **,Y (1),6.833,3.0,Tenant_0003,Fin & Prop          ,178.0,Entity_0178,1,2991526.81,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
194,IL-Moline,Illinois,Moline,IL  ,70295.0,0.0,2019-07-25 00:00:00,2019,4000000.0,NNN,CLIENT,228459.0,278459.0,50000.0,Client_0008 **,Y (2),6.961,13.0,Tenant_0013,Prop Only           ,179.0,Entity_0179,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
196,NC-Wilson,North Carolina,Wilson,NC  ,14490.0,0.0,2019-08-14 00:00:00,2019,4243500.0,NNN,CLIENT,297045.0,297045.0,0.0,Client_0084 **,Y (1),7.0,3.0,Tenant_0003,No Mgmt             ,183.0,Entity_0183,1,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
197,FL-Melbourne,Florida,Melbourne,FL  ,13905.0,0.0,2019-09-03 00:00:00,2019,4050000.0,NN,CLIENT,268000.0,268000.0,0.0,Client_0032 **,Y (2),6.617,3.0,Tenant_0003,Out of Contract     ,184.0,Entity_0184,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
198,AL-Tuscaloosa,Alabama,Tuscaloosa,AL  ,10055.0,0.0,2019-09-10 00:00:00,2019,2597898.0,NN,CLIENT,184632.0,184632.0,0.0,Client_0008 **,Y (2),7.107,1.0,Tenant_0001,Prop Only           ,185.0,Entity_0185,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
199,KY-Louisville,Kentucky,Louisville,KY  ,9500.0,0.0,2019-09-24 00:00:00,2019,800000.0,NNN,L2,55227.0,55227.0,0.0,Client_0001 **,Y (2),6.903,1.0,Tenant_0001,Fin & Prop          ,186.0,Entity_0186,1,526770.23,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
201,FL-Palmetto,Florida,Palmetto,FL  ,10125.0,0.0,2019-09-25 00:00:00,2019,3250000.0,NNN,CLIENT,222960.0,222960.0,0.0,Client_0084 **,Y (2),6.86,1.0,Tenant_0001,No Mgmt             ,187.0,Entity_0187,1,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
203,TX-Missouri City,Texas,Missouri City,TX  ,15950.0,0.0,2019-10-02 00:00:00,2019,2125000.0,NN,CLIENT,152100.0,152100.0,0.0,Client_0099 **,Y (2),7.158,3.0,Tenant_0003,Fin & Prop          ,188.0,Entity_0188,1,1058637.86,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
204,IL-O Fallon,Illinois,O Fallon,IL  ,13905.0,0.0,2019-10-17 00:00:00,2019,3280000.0,NN,CLIENT,229900.0,229900.0,0.0,Client_0110 **,Y (1),7.009,3.0,Tenant_0003,Fin & Prop          ,189.0,Entity_0189,1,1901482.39,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
205,TN-Hermitage,Tennessee,Hermitage,TN  ,14500.0,0.0,2019-10-25 00:00:00,2019,4325000.0,NNN,CLIENT,300000.0,300000.0,0.0,Client_0082 **,Y (2),6.936,3.0,Tenant_0003,Fin & Prop          ,190.0,Entity_0190,1,2900291.03,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
206,WI-Madison,Wisconsin,Madison                                            ,WI  ,19633.0,0.0,2019-11-19 00:00:00,2019,3425000.0,NN,CLIENT,237774.96,237774.96,0.0,Client_0107 **,Y (1),6.942,3.0,Tenant_0003,Fin & Prop          ,196.0,Entity_0196,1,2284485.43,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,2
207,AZ-Casa Grande,Arizona,Casa Grande,AZ  ,13813.0,0.0,2019-11-22 00:00:00,2019,4715000.0,NNN,JV,332284.0,332284.0,0.0,Client_0112 **,Y (2),7.047,1.0,Tenant_0001,Fin & Prop          ,200.0,Entity_0200,1,3126526.15,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
208,TX-League City,Texas,League City,TX  ,13905.0,0.0,2019-12-05 00:00:00,2019,2871682.0,NN,CLIENT,198146.04,198146.04,0.0,Client_0112 **,Y (2),6.9,3.0,Tenant_0003,Fin & Prop          ,201.0,Entity_0201,1,1922259.47,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
209,OK-Edmond,Oklahoma,Edmond,OK  ,13905.0,0.0,2019-12-05 00:00:00,2019,3423913.0,NN,CLIENT,236250.0,236250.0,0.0,Client_0084 **,Y (2),6.9,3.0,Tenant_0003,No Mgmt             ,204.0,Entity_0204,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
210,TX-Coppell,Texas,Coppell,TX  ,13905.0,0.0,2019-12-05 00:00:00,2019,3496405.0,NN,CLIENT,241252.0,241252.0,0.0,Client_0084 **,Y (2),6.9,3.0,Tenant_0003,No Mgmt             ,203.0,Entity_0203,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
211,TX-Irving,Texas,Irving,TX  ,13905.0,0.0,2019-12-05 00:00:00,2019,3502174.0,NN,CLIENT,241650.0,241650.0,0.0,Client_0084 **,Y (2),6.9,3.0,Tenant_0003,No Mgmt             ,207.0,Entity_0207,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
212,TX-Irving,Texas,Irving,TX  ,13905.0,0.0,2019-12-05 00:00:00,2019,3330217.0,NN,CLIENT,229785.0,229785.0,0.0,Client_0084 **,Y (2),6.9,3.0,Tenant_0003,No Mgmt             ,208.0,Entity_0208,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
213,TX-Grand Prairie,Texas,Grand Prairie,TX  ,13905.0,0.0,2019-12-05 00:00:00,2019,3234421.0,NN,CLIENT,223175.0,223175.0,0.0,Client_0084 **,Y (2),6.9,3.0,Tenant_0003,No Mgmt             ,205.0,Entity_0205,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
214,TX-Grand Prairie,Texas,Grand Prairie,TX  ,13905.0,0.0,2019-12-05 00:00:00,2019,3415797.0,NN,CLIENT,235690.0,235690.0,0.0,Client_0084 **,Y (2),6.9,3.0,Tenant_0003,No Mgmt             ,206.0,Entity_0206,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
215,TX-Cedar Hill,Texas,Cedar Hill,TX  ,13905.0,0.0,2019-12-05 00:00:00,2019,3695652.0,NN,CLIENT,255000.0,255000.0,0.0,Client_0084 **,Y (2),6.9,3.0,Tenant_0003,No Mgmt             ,202.0,Entity_0202,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
216,MS-Olive Branch,Mississippi,Olive Branch                                       ,MS  ,14490.0,0.0,2019-12-18 00:00:00,2019,4668015.0,NNN,CLIENT,303421.0,303421.0,0.0,Client_0008 **,Y (1),6.5,3.0,Tenant_0003,Prop Only           ,209.0,Entity_0209,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
217,CO-Colorado Springs,Colorado,Colorado Springs,CO  ,14490.0,0.0,2020-01-14 00:00:00,2020,5325000.0,NNN,CLIENT,344766.0,344766.0,0.0,Client_0008 **,Y (1),6.474,3.0,Tenant_0003,Prop Only           ,210.0,Entity_0210,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
218,RI-Warwick,Rhode Island,Warwick,RI  ,56216.0,0.0,2020-02-07 00:00:00,2020,12400000.0,NN,JV,883551.9,1123578.9,240026.99999999988,Client_0001 **,,9.061000000000002,21.0,Tenant_0021,Fin & Prop          ,212.0,Entity_0212,2,8542247.599999998,1,L2-ALL            ,6.0,AE_0006   ,MULTI-TENANT,NON-PHARMACY,4,4
219,IL-Dekalb,Illinois,Dekalb                                             ,IL  ,13905.0,0.0,2020-02-28 00:00:00,2020,3454545.0,NN,CLIENT,247000.0,247000.0,0.0,Client_0116 **,Y (2),7.15,3.0,Tenant_0003,Fin & Prop          ,216.0,Entity_0216,1,2318185.92,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
220,MN-Brainerd,Minnesota,Brainerd                                           ,MN  ,15120.0,0.0,2020-02-28 00:00:00,2020,4108351.0,NN,JV,303000.0,303000.0,0.0,Client_0112 **,Y (2),7.375,3.0,Tenant_0003,Fin & Prop          ,218.0,Entity_0218,1,2738480.01,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
221,GA-Carrollton,Georgia,Carrollton                                         ,GA  ,10125.0,0.0,2020-02-28 00:00:00,2020,2500000.0,NN,L2,198956.15,198956.15,0.0,Client_0001 **,Y (2),7.958,1.0,Tenant_0001,Fin & Prop          ,214.0,Entity_0214,1,1581749.56,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
222,TX-Dallas,Texas,Dallas                                             ,TX  ,37000.0,0.0,2020-03-09 00:00:00,2020,12800000.0,NN,JV,936100.0,936100.0,0.0,Client_0122 **,,7.312999999999999,26.0,Tenant_0026,Fin & Prop          ,224.0,Entity_0224,1,8243278.719999999,3,L2B               ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
223,VT-Bennington,Vermont,Bennington,VT  ,14572.0,0.0,2020-03-24 00:00:00,2020,4670000.0,NN,CLIENT,319859.54,319859.54,0.0,Client_0120 **,Y (1),6.849,1.0,Tenant_0001,No Mgmt             ,228.0,Entity_0228,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
224,IL-Rock Island,Illinois,Rock Island,IL  ,13905.0,0.0,2020-04-20 00:00:00,2020,4051538.0,NN,CLIENT,263400.0,263400.0,0.0,Client_0120 **,Y (1),6.501,3.0,Tenant_0003,No Mgmt             ,230.0,Entity_0230,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,PHARMACY,1,1
225,FL-Deltona,Florida,Deltona,FL  ,13000.0,0.0,2020-04-21 00:00:00,2020,5110000.0,NNN,CLIENT,337228.0,337228.0,0.0,Client_0110 **,Y (2),6.599,1.0,Tenant_0001,Fin & Prop          ,231.0,Entity_0231,1,3286164.99,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
228,IN-Evansville,Indiana,Evansville,IN  ,55888.0,0.0,2020-05-15 00:00:00,2020,3075000.0,NNN,JV,227040.0,227040.0,0.0,Client_0001 **,Y (1),7.383,9.0,Tenant_0009,Fin & Prop          ,237.0,Entity_0237,2,2330575.68,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,NON-PHARMACY,1,1
229,IN-Vincennes,Indiana,Vincennes,IN  ,14850.0,0.0,2020-05-28 00:00:00,2020,3100000.0,NN,CLIENT,214000.0,214000.0,0.0,Client_0008 **,Y (1),6.903,3.0,Tenant_0003,Prop Only           ,238.0,Entity_0238,0,0.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
230,IL-Bolingbrook,Illinois,Bolingbrook,IL  ,13905.0,0.0,2020-06-03 00:00:00,2020,4222222.0,NN,CLIENT,285000.0,285000.0,0.0,Client_0110 **,Y (1),6.75,3.0,Tenant_0003,Fin & Prop          ,239.0,Entity_0239,1,2652137.0,1,L2-ALL            ,6.0,AE_0006   ,SINGLE TENANT,PHARMACY,1,1
