PROPERTYID,LOCATION,STATE,CITY,STATEID,SQFT,SQFT_VACANCY,PURCHASE_DATE,PURCHASE_YEAR,PURCHASE_PRICE,DESC_TYPENN,DESC_TYPEPROPERTY,RENT_ANCHOR,RENT_ALL,RENT_DIFFERENCE,MJ_OWNER,OPT_LEASE,CAPRATE,TENANTID,TENANTNAME,DESC_TYPEMGMT,ENTERPRISEID,DESC_COMPANIE,LOAN_COUNT,LOAN_UPB,PORTFOLIOID,PORTFOLIONAME,ADMIN_ENTITYID,ADMIN_ENTITY,DESC_TYPETENANT,DESC_CATEGORY,NROTENANT,UNITQTD
309,IL-Vernon Hills,Illinois,Vernon Hills,IL  ,113963.0,0.0,2021-12-08 00:00:00,2021,14500000.0,NNN,JV,855552.0,855552.0,0.0,Client_0148 **,Y (2),5.9,56.0,Tenant_0056,Fin & Prop          ,355.0,Entity_0355,2,22695120.0,3,L2B               ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
310,GA-Jasper,Georgia,Jasper,GA  ,95006.0,2212.0,2021-12-10 00:00:00,2021,11800000.0,NN,JV,466872.0,902928.09,436056.09,Client_0148 **,Y (1),7.652,14.0,Tenant_0014,Fin & Prop          ,357.0,Entity_0357,2,18465720.0,3,L2B               ,338.0,AE_0338   ,MULTI-TENANT,NON-PHARMACY,13,14
311,OH-Ashtabula,Ohio,Ashtabula,OH  ,56698.0,0.0,2021-12-10 00:00:00,2021,5600000.0,NN,CLIENT,350000.0,350000.0,0.0,Client_0008 **,Y (1),6.25,2.0,Tenant_0002,Prop Only           ,358.0,Entity_0358,0,0.0,1,L2-ALL            ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
312,MI-Dowagiac,Michigan,Dowagiac,MI  ,48030.0,0.0,2021-12-13 00:00:00,2021,6242000.0,NNN,CLIENT,351897.9,385084.62,33186.719999999965,Client_0008 **,,6.169,72.0,Tenant_0072,Prop Only           ,359.0,Entity_0359,0,0.0,1,L2-ALL            ,338.0,AE_0338   ,MULTI-TENANT,NON-PHARMACY,2,2
313,ND-Bismarck,North Dakota,Bismarck,ND  ,60945.0,0.0,2021-12-17 00:00:00,2021,7191150.0,NN,JV,487560.0,487560.0,0.0,Client_0148 **,Y (1),6.78,73.0,Tenant_0073,Fin & Prop          ,360.0,Entity_0360,2,11259780.0,3,L2B               ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
314,ND-Bismarck,North Dakota,Bismarck,ND  ,63000.0,0.0,2021-12-17 00:00:00,2021,7433628.0,NN,JV,504000.0,504000.0,0.0,Client_0148 **,Y (1),6.78,73.0,Tenant_0073,Fin & Prop          ,361.0,Entity_0361,2,11642820.0,3,L2B               ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
315,ND-Bismarck,North Dakota,Bismarck,ND  ,53000.0,0.0,2021-12-17 00:00:00,2021,6253687.0,NN,JV,424000.0,424000.0,0.0,Client_0148 **,Y (1),6.78,73.0,Tenant_0073,Fin & Prop          ,362.0,Entity_0362,2,9783480.0,3,L2B               ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
316,ND-Mandan,North Dakota,Mandan,ND  ,34500.0,0.0,2021-12-17 00:00:00,2021,4071535.0,NN,JV,276000.0,276000.0,0.0,Client_0148 **,Y (1),6.779,73.0,Tenant_0073,Fin & Prop          ,363.0,Entity_0363,2,6368040.0,3,L2B               ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
317,MO-Blue Springs,Missouri,Blue Springs,MO  ,3200.0,0.0,2021-12-21 00:00:00,2021,1950000.0,NN,L2,113600.0,113600.0,0.0,Client_0001 **,,5.826,66.0,Tenant_0066,Fin & Prop          ,364.0,Entity_0364,2,1232936.2500000002,1,L2-ALL            ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
318,MI-Eastpointe,Michigan,Eastpointe,MI  ,10868.0,0.0,2021-12-22 00:00:00,2021,2321694.0,NNN,CLIENT,165000.0,165000.0,0.0,Client_0152 **,Y (1),7.107,1.0,Tenant_0001,Fin & Prop          ,371.0,Entity_0371,0,0.0,1,L2-ALL            ,400.0,AE_0400   ,SINGLE TENANT,PHARMACY,1,1
319,NC-Raleigh,North Carolina,Raleigh,NC  ,9735.0,0.0,2021-12-22 00:00:00,2021,5279414.0,NNN,CLIENT,279283.08,279283.08,0.0,Client_0152 **,Y (2),5.29,1.0,Tenant_0001,Fin & Prop          ,372.0,Entity_0372,0,0.0,1,L2-ALL            ,400.0,AE_0400   ,SINGLE TENANT,PHARMACY,1,1
321,OH-Columbus,Ohio,Columbus,OH  ,116707.0,1985.0,2021-12-27 00:00:00,2021,24350000.0,NN,JV,1186940.6,1797757.22,610816.6199999999,Client_0148 **,Y (1),7.383,2.0,Tenant_0002,Fin & Prop          ,370.0,Entity_0370,2,38136420.0,3,L2B               ,338.0,AE_0338   ,MULTI-TENANT,NON-PHARMACY,14,15
322,AR-Fayetteville,Arkansas,Fayetteville,AR  ,2927.0,0.0,2021-12-28 00:00:00,2021,1900000.0,NNN,JV,108000.0,108000.0,0.0,Client_0135 **,,5.684,67.0,Tenant_0067,Fin & Prop          ,369.0,Entity_0369,1,1283294.21,1,L2-ALL            ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
323,IL-Evanston,Illinois,Evanston,IL  ,5686.0,0.0,2022-03-04 00:00:00,2022,2095236.0,NNN,CLIENT,115238.0,115238.0,0.0,Client_0153 **,,5.5,84.0,Tenant_0084,Fin & Prop          ,375.0,Entity_0375,1,1149116.58,1,L2-ALL            ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
324,MI-Saint Joseph,Michigan,Saint Joseph,MI  ,62056.0,0.0,2022-03-17 00:00:00,2022,7975000.0,NN,CLIENT,418972.8,512322.8,93350.0,Client_0008 **,,6.424,96.0,Tenant_0096,Prop Only           ,377.0,Entity_0377,0,0.0,1,L2-ALL            ,338.0,AE_0338   ,MULTI-TENANT,NON-PHARMACY,3,3
325,CT-Waterford,Connecticut,Waterford                                                                                           ,CT  ,22361.0,0.0,2022-03-24 00:00:00,2022,8400000.0,NN,JV,424489.5,585072.59,160583.08999999997,Client_0148 **,Y (1),6.965,1.0,Tenant_0001,Fin & Prop          ,378.0,Entity_0378,1,5299909.84,3,L2B               ,338.0,AE_0338   ,MULTI-TENANT,PHARMACY,6,6
326,IL-East Moline,Illinois,East Moline                                        ,IL  ,13905.0,0.0,2022-03-01 00:00:00,2022,2825000.0,NN,JV,211500.0,211500.0,0.0,Client_0121 **,Y (3),7.487,3.0,Tenant_0003,Fin & Prop          ,376.0,Entity_0376,2,2281632.94368,1,L2-ALL            ,338.0,AE_0338   ,SINGLE TENANT,PHARMACY,1,1
327,CA-Citrus Heights,California,Citrus Heights,CA  ,31927.0,2800.0,2022-05-11 00:00:00,2022,8400000.0,NN,JV,487653.6,506854.44,19200.840000000026,Client_0148 **,Y (2),6.034,105.0,Tenant_0105,Fin & Prop          ,381.0,Entity_0381,2,10072499.999999998,3,L2B               ,400.0,AE_0400   ,MULTI-TENANT,NON-PHARMACY,2,3
328,TX-Coppell,Texas,Coppell,TX  ,63508.0,63506.0,2022-06-01 00:00:00,2022,11000000.0,NNN,FUND,0.0,0.0,0.0,Client_0000 **,,,,,No Mgmt             ,,,0,0.0,1,L2-ALL            ,,,SINGLE TENANT,NON-PHARMACY,0,1
329,WI-Brookfield,Wisconsin,Brookfield,WI  ,90874.0,1500.0,2022-06-10 00:00:00,2022,17250000.0,NN,JV,710025.0,1368679.2,658654.2,Client_0001 **,,7.934,15.0,Tenant_0015,Fin & Prop          ,383.0,Entity_0383,2,13263554.0,1,L2-ALL            ,338.0,AE_0338   ,MULTI-TENANT,NON-PHARMACY,12,13
330,OH-Medina,Ohio,Medina                                             ,OH  ,90346.0,0.0,2022-06-22 00:00:00,2022,19629008.0,NNN,JV,1192337.0,1192337.0,0.0,Client_0148 **,Y (2),6.074,2.0,Tenant_0002,Fin & Prop          ,385.0,Entity_0385,2,23541060.0,3,L2B               ,338.0,AE_0338   ,SINGLE TENANT,NON-PHARMACY,1,1
331,MI-Alpena,Michigan,Alpena,MI  ,7000.0,0.0,2022-07-12 00:00:00,2022,870000.0,NN,JV,67380.0,67380.0,0.0,Client_0001 **,Y (1),7.745,109.0,Tenant_0109,Fin & Prop          ,390.0,Entity_0390,2,644328.88557,1,L2-ALL            ,400.0,AE_0400   ,SINGLE TENANT,PHARMACY,1,1
332,VA-Altavista,Virginia,Altavista,VA  ,10125.0,0.0,2022-07-12 00:00:00,2022,2700000.0,NN,JV,198146.25,198146.25,0.0,Client_0001 **,Y (1),7.339,1.0,Tenant_0001,Fin & Prop          ,391.0,Entity_0391,2,1997713.75937,1,L2-ALL            ,400.0,AE_0400   ,SINGLE TENANT,PHARMACY,1,1
333,IL-South Elgin,Illinois,South Elgin                                        ,IL  ,45000.0,0.0,2022-07-28 00:00:00,2022,14543000.0,NN,JV,903600.0,1078871.23,175271.22999999998,Client_0148 **,,7.418,104.0,Tenant_0104,Fin & Prop          ,398.0,Entity_0398,1,7810199.389999999,3,L2B               ,400.0,AE_0400   ,SINGLE TENANT,NON-PHARMACY,1,1
334,OH-Canal Fulton,Ohio,Canal Fulton,OH  ,11200.0,0.0,2022-07-12 00:00:00,2022,1600000.0,NN,JV,83853.0,152192.0,68339.0,Client_0001 **,,9.512,110.0,Tenant_0110,Fin & Prop          ,388.0,Entity_0388,2,1184211.7645750002,1,L2-ALL            ,400.0,AE_0400   ,MULTI-TENANT,NON-PHARMACY,3,3
335,IN-Demotte,Indiana,Demotte,IN  ,10125.0,0.0,2022-07-12 00:00:00,2022,2000000.0,NN,JV,129223.51,129223.51,0.0,Client_0001 **,Y (2),6.461,1.0,Tenant_0001,Fin & Prop          ,392.0,Entity_0392,2,1482839.07912,1,L2-ALL            ,400.0,AE_0400   ,SINGLE TENANT,PHARMACY,1,1
336,MD-Hagerstown,Maryland,Hagerstown,MD  ,11170.0,0.0,2022-07-12 00:00:00,2022,3700000.0,NN,JV,205476.0,205476.0,0.0,Client_0001 **,Y (1),5.553,1.0,Tenant_0001,Fin & Prop          ,393.0,Entity_0393,2,2737662.228415,1,L2-ALL            ,400.0,AE_0400   ,SINGLE TENANT,PHARMACY,1,1
